key_norm,key_type,raw_value,source
algum dia,title,algum dia,OBRAS/FONOGRAMAS/Eligible
alicerces,title,alicerces,OBRAS/FONOGRAMAS/Eligible
alien,title,alien,OBRAS/FONOGRAMAS/Eligible
alienacao,title,alienacao,OBRAS/FONOGRAMAS/Eligible
aline,title,aline,OBRAS/FONOGRAMAS/Eligible
aliviando o stress,title,aliviando o stress,OBRAS/FONOGRAMAS/Eligible
all i need,title,all i need,OBRAS/FONOGRAMAS/Eligible
allan massay,title,allan massay,OBRAS/FONOGRAMAS/Eligible
alma,title,alma,OBRAS/FONOGRAMAS/Eligible
alma inquebravel,title,alma inquebravel,OBRAS/FONOGRAMAS/Eligible
almas em copos de vidro,title,almas em copos de vidro,OBRAS/FONOGRAMAS/Eligible
almirantes trap,title,almirantes trap,OBRAS/FONOGRAMAS/Eligible
almocando abutres,title,almocando abutres,OBRAS/FONOGRAMAS/Eligible
almost dead,title,almost dead,OBRAS/FONOGRAMAS/Eligible
alo amor,title,alo amor,OBRAS/FONOGRAMAS/Eligible
"alo medina, alo neymar",title,"alo medina, alo neymar",OBRAS/FONOGRAMAS/Eligible
alo vigia,title,alo vigia,OBRAS/FONOGRAMAS/Eligible
alotropico,title,alotropico,OBRAS/FONOGRAMAS/Eligible
alpha e omega,title,alpha e omega,OBRAS/FONOGRAMAS/Eligible
alta perfomance,title,alta perfomance,OBRAS/FONOGRAMAS/Eligible
alta performance,title,alta performance,OBRAS/FONOGRAMAS/Eligible
altafonte brasil,title,altafonte brasil,OBRAS/FONOGRAMAS/Eligible
altered beast,title,altered beast,OBRAS/FONOGRAMAS/Eligible
alto do cruzeiro,title,alto do cruzeiro,OBRAS/FONOGRAMAS/Eligible
alto estima,title,alto estima,OBRAS/FONOGRAMAS/Eligible
alucinada,title,alucinada,OBRAS/FONOGRAMAS/Eligible
aluguel,title,aluguel,OBRAS/FONOGRAMAS/Eligible
alves bets,title,alves bets,OBRAS/FONOGRAMAS/Eligible
alvorada,title,alvorada,OBRAS/FONOGRAMAS/Eligible
ama putaria,title,ama putaria,OBRAS/FONOGRAMAS/Eligible
amada menina,title,amada menina,OBRAS/FONOGRAMAS/Eligible
amadurecer,title,amadurecer,OBRAS/FONOGRAMAS/Eligible
amaldicoado,title,amaldicoado,OBRAS/FONOGRAMAS/Eligible
amalgama,title,amalgama,OBRAS/FONOGRAMAS/Eligible
amando voce,title,amando voce,OBRAS/FONOGRAMAS/Eligible
amanha,title,amanha,OBRAS/FONOGRAMAS/Eligible
amanha eu faco,title,amanha eu faco,OBRAS/FONOGRAMAS/Eligible
amanhecer,title,amanhecer,OBRAS/FONOGRAMAS/Eligible
amanheceu,title,amanheceu,OBRAS/FONOGRAMAS/Eligible
amanheceu nublado,title,amanheceu nublado,OBRAS/FONOGRAMAS/Eligible
amante do teu marido,title,amante do teu marido,OBRAS/FONOGRAMAS/Eligible
amante extraordinario,title,amante extraordinario,OBRAS/FONOGRAMAS/Eligible
amaro white,title,amaro white,OBRAS/FONOGRAMAS/Eligible
amassa - remix,title,amassa - remix,OBRAS/FONOGRAMAS/Eligible
ambienta,title,ambienta,OBRAS/FONOGRAMAS/Eligible
amem,title,amem,OBRAS/FONOGRAMAS/Eligible
america,title,america,OBRAS/FONOGRAMAS/Eligible
amiga bandida,title,amiga bandida,OBRAS/FONOGRAMAS/Eligible
amiga porra nenhuma,title,amiga porra nenhuma,OBRAS/FONOGRAMAS/Eligible
amiga que e amiga,title,amiga que e amiga,OBRAS/FONOGRAMAS/Eligible
amiga talarica,title,amiga talarica,OBRAS/FONOGRAMAS/Eligible
amigo,title,amigo,OBRAS/FONOGRAMAS/Eligible
amigo do meu ex,title,amigo do meu ex,OBRAS/FONOGRAMAS/Eligible
amigo locutor,title,amigo locutor,OBRAS/FONOGRAMAS/Eligible
amigo na floresta,title,amigo na floresta,OBRAS/FONOGRAMAS/Eligible
amigos valem mais do que asfalto,title,amigos valem mais do que asfalto,OBRAS/FONOGRAMAS/Eligible
amigos.com,title,amigos.com,OBRAS/FONOGRAMAS/Eligible
amizade colorida,title,amizade colorida,OBRAS/FONOGRAMAS/Eligible
among the snakes,title,among the snakes,OBRAS/FONOGRAMAS/Eligible
amor de dois,title,amor de dois,OBRAS/FONOGRAMAS/Eligible
amor de feira,title,amor de feira,OBRAS/FONOGRAMAS/Eligible
amor de mentira,title,amor de mentira,OBRAS/FONOGRAMAS/Eligible
amor de pai,title,amor de pai,OBRAS/FONOGRAMAS/Eligible
amor e odio,title,amor e odio,OBRAS/FONOGRAMAS/Eligible
amor e um (skit),title,amor e um (skit),OBRAS/FONOGRAMAS/Eligible
amor e um caraio,title,amor e um caraio,OBRAS/FONOGRAMAS/Eligible
amor em alto-mar,title,amor em alto-mar,OBRAS/FONOGRAMAS/Eligible
amor eu quero da minha mae,title,amor eu quero da minha mae,OBRAS/FONOGRAMAS/Eligible
amor incendiario,title,amor incendiario,OBRAS/FONOGRAMAS/Eligible
amor nao e disputa,title,amor nao e disputa,OBRAS/FONOGRAMAS/Eligible
amor perfume,title,amor perfume,OBRAS/FONOGRAMAS/Eligible
amor pesado,title,amor pesado,OBRAS/FONOGRAMAS/Eligible
amor proibido,title,amor proibido,OBRAS/FONOGRAMAS/Eligible
amor que vem e vai,title,amor que vem e vai,OBRAS/FONOGRAMAS/Eligible
amora,title,amora,OBRAS/FONOGRAMAS/Eligible
amparo,title,amparo,OBRAS/FONOGRAMAS/Eligible
amsterdam,title,amsterdam,OBRAS/FONOGRAMAS/Eligible
amuleto: baji keisuke (tokyo revengers),title,amuleto: baji keisuke (tokyo revengers),OBRAS/FONOGRAMAS/Eligible
ana,title,ana,OBRAS/FONOGRAMAS/Eligible
ana carolina,title,ana carolina,OBRAS/FONOGRAMAS/Eligible
ana z,title,ana z,OBRAS/FONOGRAMAS/Eligible
anarco-cops,title,anarco-cops,OBRAS/FONOGRAMAS/Eligible
ancestral,title,ancestral,OBRAS/FONOGRAMAS/Eligible
anchorage,title,anchorage,OBRAS/FONOGRAMAS/Eligible
anck-su-namun,title,anck-su-namun,OBRAS/FONOGRAMAS/Eligible
andando sobre pedras,title,andando sobre pedras,OBRAS/FONOGRAMAS/Eligible
andarilho,title,andarilho,OBRAS/FONOGRAMAS/Eligible
andarilho do sertao,title,andarilho do sertao,OBRAS/FONOGRAMAS/Eligible
andrade lemes,title,andrade lemes,OBRAS/FONOGRAMAS/Eligible
andrez machado,title,andrez machado,OBRAS/FONOGRAMAS/Eligible
androide perfeito,title,androide perfeito,OBRAS/FONOGRAMAS/Eligible
anestesia,title,anestesia,OBRAS/FONOGRAMAS/Eligible
angel of the night,title,angel of the night,OBRAS/FONOGRAMAS/Eligible
angela's grace,title,angela's grace,OBRAS/FONOGRAMAS/Eligible
angels haarp,title,angels haarp,OBRAS/FONOGRAMAS/Eligible
angola,title,angola,OBRAS/FONOGRAMAS/Eligible
angustia no olhar,title,angustia no olhar,OBRAS/FONOGRAMAS/Eligible
anima,title,anima,OBRAS/FONOGRAMAS/Eligible
animais,title,animais,OBRAS/FONOGRAMAS/Eligible
animal side,title,animal side,OBRAS/FONOGRAMAS/Eligible
anirap,title,anirap,OBRAS/FONOGRAMAS/Eligible
anjo gabriel - o mensageiro,title,anjo gabriel - o mensageiro,OBRAS/FONOGRAMAS/Eligible
anjos,title,anjos,OBRAS/FONOGRAMAS/Eligible
anna e eu,title,anna e eu,OBRAS/FONOGRAMAS/Eligible
anne frank,title,anne frank,OBRAS/FONOGRAMAS/Eligible
anny,title,anny,OBRAS/FONOGRAMAS/Eligible
ano novo,title,ano novo,OBRAS/FONOGRAMAS/Eligible
anohana,title,anohana,OBRAS/FONOGRAMAS/Eligible
anoiteceu,title,anoiteceu,OBRAS/FONOGRAMAS/Eligible
anomalia,title,anomalia,OBRAS/FONOGRAMAS/Eligible
anota a placa (remix),title,anota a placa (remix),OBRAS/FONOGRAMAS/Eligible
another point of view,title,another point of view,OBRAS/FONOGRAMAS/Eligible
another solution,title,another solution,OBRAS/FONOGRAMAS/Eligible
antes da primavera,title,antes da primavera,OBRAS/FONOGRAMAS/Eligible
antes da saga,title,antes da saga,OBRAS/FONOGRAMAS/Eligible
antes do baile,title,antes do baile,OBRAS/FONOGRAMAS/Eligible
antes do sol se por,title,antes do sol se por,OBRAS/FONOGRAMAS/Eligible
antes dos mouros,title,antes dos mouros,OBRAS/FONOGRAMAS/Eligible
antes que censurem,title,antes que censurem,OBRAS/FONOGRAMAS/Eligible
anthropologica n° 1,title,anthropologica n° 1,OBRAS/FONOGRAMAS/Eligible
anthropologica n° 2,title,anthropologica n° 2,OBRAS/FONOGRAMAS/Eligible
anti materia,title,anti materia,OBRAS/FONOGRAMAS/Eligible
anti-heroi: 14 anti-herois 1 rap,title,anti-heroi: 14 anti-herois 1 rap,OBRAS/FONOGRAMAS/Eligible
anti-moda,title,anti-moda,OBRAS/FONOGRAMAS/Eligible
antidoto: david (cyberpunk),title,antidoto: david (cyberpunk),OBRAS/FONOGRAMAS/Eligible
antonio cereser '93,title,antonio cereser '93,OBRAS/FONOGRAMAS/Eligible
ao norte do fim do mundo,title,ao norte do fim do mundo,OBRAS/FONOGRAMAS/Eligible
ao som da mare,title,ao som da mare,OBRAS/FONOGRAMAS/Eligible
aos 45,title,aos 45,OBRAS/FONOGRAMAS/Eligible
aos caros amigos,title,aos caros amigos,OBRAS/FONOGRAMAS/Eligible
aos exilados,title,aos exilados,OBRAS/FONOGRAMAS/Eligible
apacidonata,title,apacidonata,OBRAS/FONOGRAMAS/Eligible
apaixonada? que nada,title,apaixonada? que nada,OBRAS/FONOGRAMAS/Eligible
apaixonei na glock (arrochadeira),title,apaixonei na glock (arrochadeira),OBRAS/FONOGRAMAS/Eligible
apertei o botao,title,apertei o botao,OBRAS/FONOGRAMAS/Eligible
apg society,title,apg society,OBRAS/FONOGRAMAS/Eligible
apocalipse (a terra vai tremer),title,apocalipse (a terra vai tremer),OBRAS/FONOGRAMAS/Eligible
apocalipse jeans,title,apocalipse jeans,OBRAS/FONOGRAMAS/Eligible
apocalipse pessoal,title,apocalipse pessoal,OBRAS/FONOGRAMAS/Eligible
apocalypse engine,title,apocalypse engine,OBRAS/FONOGRAMAS/Eligible
apontamentos de um otimista recem,title,apontamentos de um otimista recem,OBRAS/FONOGRAMAS/Eligible
aponte pro espelho,title,aponte pro espelho,OBRAS/FONOGRAMAS/Eligible
aposta brutal,title,aposta brutal,OBRAS/FONOGRAMAS/Eligible
aposta ganha,title,aposta ganha,OBRAS/FONOGRAMAS/Eligible
aposta ganha 2,title,aposta ganha 2,OBRAS/FONOGRAMAS/Eligible
apostador bet,title,apostador bet,OBRAS/FONOGRAMAS/Eligible
aposte sempre,title,aposte sempre,OBRAS/FONOGRAMAS/Eligible
aposte sempre nosso amor,title,aposte sempre nosso amor,OBRAS/FONOGRAMAS/Eligible
apostolo pedro - quem dizes que eu sou?,title,apostolo pedro - quem dizes que eu sou?,OBRAS/FONOGRAMAS/Eligible
apotiguar esportes,title,apotiguar esportes,OBRAS/FONOGRAMAS/Eligible
apreciacao,title,apreciacao,OBRAS/FONOGRAMAS/Eligible
aprendiz,title,aprendiz,OBRAS/FONOGRAMAS/Eligible
aquarela,title,aquarela,OBRAS/FONOGRAMAS/Eligible
aquecimento da academia,title,aquecimento da academia,OBRAS/FONOGRAMAS/Eligible
aquecimento da bond,title,aquecimento da bond,OBRAS/FONOGRAMAS/Eligible
aquecimento da bond - remix,title,aquecimento da bond - remix,OBRAS/FONOGRAMAS/Eligible
aquecimento da sanfona,title,aquecimento da sanfona,OBRAS/FONOGRAMAS/Eligible
aquecimento pra elas,title,aquecimento pra elas,OBRAS/FONOGRAMAS/Eligible
aquecimento toma toma,title,aquecimento toma toma,OBRAS/FONOGRAMAS/Eligible
aquela marquinha,title,aquela marquinha,OBRAS/FONOGRAMAS/Eligible
aquela sorte,title,aquela sorte,OBRAS/FONOGRAMAS/Eligible
aquelas,title,aquelas,OBRAS/FONOGRAMAS/Eligible
aquelas coisas,title,aquelas coisas,OBRAS/FONOGRAMAS/Eligible
aquele que enxerga no escuro (interludio),title,aquele que enxerga no escuro (interludio),OBRAS/FONOGRAMAS/Eligible
aquele que faz gostoso,title,aquele que faz gostoso,OBRAS/FONOGRAMAS/Eligible
aquele segredin,title,aquele segredin,OBRAS/FONOGRAMAS/Eligible
aqui,title,aqui,OBRAS/FONOGRAMAS/Eligible
aqui e so prazer amor,title,aqui e so prazer amor,OBRAS/FONOGRAMAS/Eligible
aqui jazz,title,aqui jazz,OBRAS/FONOGRAMAS/Eligible
aquitaquente,title,aquitaquente,OBRAS/FONOGRAMAS/Eligible
ar condicionado,title,ar condicionado,OBRAS/FONOGRAMAS/Eligible
ar condicionado part 2,title,ar condicionado part 2,OBRAS/FONOGRAMAS/Eligible
ar sorteios da sorte,title,ar sorteios da sorte,OBRAS/FONOGRAMAS/Eligible
arabia da cosmolandia,title,arabia da cosmolandia,OBRAS/FONOGRAMAS/Eligible
arabica,title,arabica,OBRAS/FONOGRAMAS/Eligible
aracne,title,aracne,OBRAS/FONOGRAMAS/Eligible
aranhaverso,title,aranhaverso,OBRAS/FONOGRAMAS/Eligible
arara azul,title,arara azul,OBRAS/FONOGRAMAS/Eligible
arbitraria discriminacao,title,arbitraria discriminacao,OBRAS/FONOGRAMAS/Eligible
arcanjo miguel - quem e como deus?,title,arcanjo miguel - quem e como deus?,OBRAS/FONOGRAMAS/Eligible
arcanjo rafael - a cura de deus,title,arcanjo rafael - a cura de deus,OBRAS/FONOGRAMAS/Eligible
arcanjos: respeita o arcanjo,title,arcanjos: respeita o arcanjo,OBRAS/FONOGRAMAS/Eligible
areias de jeri,title,areias de jeri,OBRAS/FONOGRAMAS/Eligible
aremiuq (sulfur remix),title,aremiuq (sulfur remix),OBRAS/FONOGRAMAS/Eligible
arena chapadinha,title,arena chapadinha,OBRAS/FONOGRAMAS/Eligible
arena sao francisco,title,arena sao francisco,OBRAS/FONOGRAMAS/Eligible
arena sfbet investindo no esporte,title,arena sfbet investindo no esporte,OBRAS/FONOGRAMAS/Eligible
arena sfbets,title,arena sfbets,OBRAS/FONOGRAMAS/Eligible
aria,title,aria,OBRAS/FONOGRAMAS/Eligible
ariana - acustico altamira 4# - pele,title,ariana - acustico altamira 4# - pele,OBRAS/FONOGRAMAS/Eligible
armadilha,title,armadilha,OBRAS/FONOGRAMAS/Eligible
armadilhas,title,armadilhas,OBRAS/FONOGRAMAS/Eligible
aro20,title,aro20,OBRAS/FONOGRAMAS/Eligible
arquitetos da desgraca,title,arquitetos da desgraca,OBRAS/FONOGRAMAS/Eligible
arranca diu,title,arranca diu,OBRAS/FONOGRAMAS/Eligible
arrastablues,title,arrastablues,OBRAS/FONOGRAMAS/Eligible
arremeca,title,arremeca,OBRAS/FONOGRAMAS/Eligible
arruda so sanguenario,title,arruda so sanguenario,OBRAS/FONOGRAMAS/Eligible
arte do sexo,title,arte do sexo,OBRAS/FONOGRAMAS/Eligible
arte no sexo,title,arte no sexo,OBRAS/FONOGRAMAS/Eligible
arte rara,title,arte rara,OBRAS/FONOGRAMAS/Eligible
arthur ramos,title,arthur ramos,OBRAS/FONOGRAMAS/Eligible
artificios,title,artificios,OBRAS/FONOGRAMAS/Eligible
artillery attack,title,artillery attack,OBRAS/FONOGRAMAS/Eligible
artista viajante,title,artista viajante,OBRAS/FONOGRAMAS/Eligible
as cria da favela,title,as cria da favela,OBRAS/FONOGRAMAS/Eligible
as flores da sua cabeca,title,as flores da sua cabeca,OBRAS/FONOGRAMAS/Eligible
as flores e a alegria,title,as flores e a alegria,OBRAS/FONOGRAMAS/Eligible
as horas,title,as horas,OBRAS/FONOGRAMAS/Eligible
as lascas do quartzo rosa,title,as lascas do quartzo rosa,OBRAS/FONOGRAMAS/Eligible
as maquinas,title,as maquinas,OBRAS/FONOGRAMAS/Eligible
as muitas maneiras de arruinar sua vida,title,as muitas maneiras de arruinar sua vida,OBRAS/FONOGRAMAS/Eligible
as nega de boa viagem,title,as nega de boa viagem,OBRAS/FONOGRAMAS/Eligible
as novinha do xerecao,title,as novinha do xerecao,OBRAS/FONOGRAMAS/Eligible
as palavras,title,as palavras,OBRAS/FONOGRAMAS/Eligible
as palavras nunca voltam vazias,title,as palavras nunca voltam vazias,OBRAS/FONOGRAMAS/Eligible
as pessoas fazem merda ( marcelo granja,title,as pessoas fazem merda ( marcelo granja,OBRAS/FONOGRAMAS/Eligible
as tercas podem se inverter,title,as tercas podem se inverter,OBRAS/FONOGRAMAS/Eligible
as vezes,title,as vezes,OBRAS/FONOGRAMAS/Eligible
as vezes penso,title,as vezes penso,OBRAS/FONOGRAMAS/Eligible
as vezes tenho tanto medo,title,as vezes tenho tanto medo,OBRAS/FONOGRAMAS/Eligible
as vezes tento tanto medo,title,as vezes tento tanto medo,OBRAS/FONOGRAMAS/Eligible
as vidas negras importam,title,as vidas negras importam,OBRAS/FONOGRAMAS/Eligible
asas da vinganca,title,asas da vinganca,OBRAS/FONOGRAMAS/Eligible
ask me out,title,ask me out,OBRAS/FONOGRAMAS/Eligible
asmita de virgem: sacrificio,title,asmita de virgem: sacrificio,OBRAS/FONOGRAMAS/Eligible
asmodeus,title,asmodeus,OBRAS/FONOGRAMAS/Eligible
aspros de gemeos: caminhando na escuridao,title,aspros de gemeos: caminhando na escuridao,OBRAS/FONOGRAMAS/Eligible
assaltante de xereca,title,assaltante de xereca,OBRAS/FONOGRAMAS/Eligible
assalto na esquina,title,assalto na esquina,OBRAS/FONOGRAMAS/Eligible
assassinos,title,assassinos,OBRAS/FONOGRAMAS/Eligible
assim reina o homem,title,assim reina o homem,OBRAS/FONOGRAMAS/Eligible
assimetrico,title,assimetrico,OBRAS/FONOGRAMAS/Eligible
assis,title,assis,OBRAS/FONOGRAMAS/Eligible
assombracao do submundo,title,assombracao do submundo,OBRAS/FONOGRAMAS/Eligible
assovio,title,assovio,OBRAS/FONOGRAMAS/Eligible
asta e noelle: aqui rola magia ii,title,asta e noelle: aqui rola magia ii,OBRAS/FONOGRAMAS/Eligible
asterix,title,asterix,OBRAS/FONOGRAMAS/Eligible
astrologia d'rua,title,astrologia d'rua,OBRAS/FONOGRAMAS/Eligible
astronauta,title,astronauta,OBRAS/FONOGRAMAS/Eligible
astronauta sertanejo,title,astronauta sertanejo,OBRAS/FONOGRAMAS/Eligible
astronautas do asfalto,title,astronautas do asfalto,OBRAS/FONOGRAMAS/Eligible
astros e estrelas,title,astros e estrelas,OBRAS/FONOGRAMAS/Eligible
astucia,title,astucia,OBRAS/FONOGRAMAS/Eligible
atack formen,title,atack formen,OBRAS/FONOGRAMAS/Eligible
ataque - instrumental,title,ataque - instrumental,OBRAS/FONOGRAMAS/Eligible
ate a onda acabar,title,ate a onda acabar,OBRAS/FONOGRAMAS/Eligible
ate a onda acabar (remix),title,ate a onda acabar (remix),OBRAS/FONOGRAMAS/Eligible
ate as tampa,title,ate as tampa,OBRAS/FONOGRAMAS/Eligible
ate chegar o carnaval,title,ate chegar o carnaval,OBRAS/FONOGRAMAS/Eligible
ate embaixo,title,ate embaixo,OBRAS/FONOGRAMAS/Eligible
ate enlouquecer,title,ate enlouquecer,OBRAS/FONOGRAMAS/Eligible
ate ficarmos altos,title,ate ficarmos altos,OBRAS/FONOGRAMAS/Eligible
ate mais,title,ate mais,OBRAS/FONOGRAMAS/Eligible
ate me tornar hokage,title,ate me tornar hokage,OBRAS/FONOGRAMAS/Eligible
ate o caroco,title,ate o caroco,OBRAS/FONOGRAMAS/Eligible
ate o ceu,title,ate o ceu,OBRAS/FONOGRAMAS/Eligible
ate o fim,title,ate o fim,OBRAS/FONOGRAMAS/Eligible
ate o osso,title,ate o osso,OBRAS/FONOGRAMAS/Eligible
ate o ultimo homem,title,ate o ultimo homem,OBRAS/FONOGRAMAS/Eligible
ate quando,title,ate quando,OBRAS/FONOGRAMAS/Eligible
ate quebrar (chigiri),title,ate quebrar (chigiri),OBRAS/FONOGRAMAS/Eligible
ate quebrar a cama 2.0,title,ate quebrar a cama 2.0,OBRAS/FONOGRAMAS/Eligible
ate te salvar - takemichi: tokyo revengers,title,ate te salvar - takemichi: tokyo revengers,OBRAS/FONOGRAMAS/Eligible
ate umazora,title,ate umazora,OBRAS/FONOGRAMAS/Eligible
ate voce passar,title,ate voce passar,OBRAS/FONOGRAMAS/Eligible
atemporal,title,atemporal,OBRAS/FONOGRAMAS/Eligible
atitude zero,title,atitude zero,OBRAS/FONOGRAMAS/Eligible
ativando modo rato,title,ativando modo rato,OBRAS/FONOGRAMAS/Eligible
ativei o modo ratao,title,ativei o modo ratao,OBRAS/FONOGRAMAS/Eligible
atividade na laje,title,atividade na laje,OBRAS/FONOGRAMAS/Eligible
atlantico,title,atlantico,OBRAS/FONOGRAMAS/Eligible
atlas,title,atlas,OBRAS/FONOGRAMAS/Eligible
atletas de kispo,title,atletas de kispo,OBRAS/FONOGRAMAS/Eligible
atletico concordia,title,atletico concordia,OBRAS/FONOGRAMAS/Eligible
atletico termir,title,atletico termir,OBRAS/FONOGRAMAS/Eligible
ato 2,title,ato 2,OBRAS/FONOGRAMAS/Eligible
ato 5,title,ato 5,OBRAS/FONOGRAMAS/Eligible
atoanagaroa,title,atoanagaroa,OBRAS/FONOGRAMAS/Eligible
atom,title,atom,OBRAS/FONOGRAMAS/Eligible
atomic nightmare,title,atomic nightmare,OBRAS/FONOGRAMAS/Eligible
atracao da festa,title,atracao da festa,OBRAS/FONOGRAMAS/Eligible
aubrey (omori),title,aubrey (omori),OBRAS/FONOGRAMAS/Eligible
auction,title,auction,OBRAS/FONOGRAMAS/Eligible
aula de geografia,title,aula de geografia,OBRAS/FONOGRAMAS/Eligible
aula na sentada,title,aula na sentada,OBRAS/FONOGRAMAS/Eligible
auras,title,auras,OBRAS/FONOGRAMAS/Eligible
auras remake,title,auras remake,OBRAS/FONOGRAMAS/Eligible
aurora,title,aurora,OBRAS/FONOGRAMAS/Eligible
aurora boreal,title,aurora boreal,OBRAS/FONOGRAMAS/Eligible
auto ajuda,title,auto ajuda,OBRAS/FONOGRAMAS/Eligible
auto destruicao,title,auto destruicao,OBRAS/FONOGRAMAS/Eligible
auto-afirmacao,title,auto-afirmacao,OBRAS/FONOGRAMAS/Eligible
auto-referencial blues,title,auto-referencial blues,OBRAS/FONOGRAMAS/Eligible
autofagia,title,autofagia,OBRAS/FONOGRAMAS/Eligible
autoguerrilha,title,autoguerrilha,OBRAS/FONOGRAMAS/Eligible
automat,title,automat,OBRAS/FONOGRAMAS/Eligible
automotivo dark,title,automotivo dark,OBRAS/FONOGRAMAS/Eligible
automotivo judas,title,automotivo judas,OBRAS/FONOGRAMAS/Eligible
automotivo melodia do terror kika kika,title,automotivo melodia do terror kika kika,OBRAS/FONOGRAMAS/Eligible
automotivo melodico,title,automotivo melodico,OBRAS/FONOGRAMAS/Eligible
automotivo outside,title,automotivo outside,OBRAS/FONOGRAMAS/Eligible
automotivo potoki te boto e te taco,title,automotivo potoki te boto e te taco,OBRAS/FONOGRAMAS/Eligible
automotivo sacode baile,title,automotivo sacode baile,OBRAS/FONOGRAMAS/Eligible
automotivo solitude,title,automotivo solitude,OBRAS/FONOGRAMAS/Eligible
automotivo solitude slowed,title,automotivo solitude slowed,OBRAS/FONOGRAMAS/Eligible
automotivo solitude speed up,title,automotivo solitude speed up,OBRAS/FONOGRAMAS/Eligible
automotivo tan tan tan here we go,title,automotivo tan tan tan here we go,OBRAS/FONOGRAMAS/Eligible
automotivo unholy,title,automotivo unholy,OBRAS/FONOGRAMAS/Eligible
autoridade,title,autoridade,OBRAS/FONOGRAMAS/Eligible
avancini,title,avancini,OBRAS/FONOGRAMAS/Eligible
ave maria,title,ave maria,OBRAS/FONOGRAMAS/Eligible
avisa la,title,avisa la,OBRAS/FONOGRAMAS/Eligible
avisa que eu to bem,title,avisa que eu to bem,OBRAS/FONOGRAMAS/Eligible
avistei o novin,title,avistei o novin,OBRAS/FONOGRAMAS/Eligible
away from me,title,away from me,OBRAS/FONOGRAMAS/Eligible
ayanokoji e sakayanagi: atracao mental,title,ayanokoji e sakayanagi: atracao mental,OBRAS/FONOGRAMAS/Eligible
"ayanokoji, kira e lelouch: genio",title,"ayanokoji, kira e lelouch: genio",OBRAS/FONOGRAMAS/Eligible
ayanokoji: frio e calculista,title,ayanokoji: frio e calculista,OBRAS/FONOGRAMAS/Eligible
azul (interludio),title,azul (interludio),OBRAS/FONOGRAMAS/Eligible
azul dos muros,title,azul dos muros,OBRAS/FONOGRAMAS/Eligible
azz veizz extendida,title,azz veizz extendida,OBRAS/FONOGRAMAS/Eligible
b.o,title,b.o,OBRAS/FONOGRAMAS/Eligible
b6 bet,title,b6 bet,OBRAS/FONOGRAMAS/Eligible
babe vou bombar,title,babe vou bombar,OBRAS/FONOGRAMAS/Eligible
babilonia,title,babilonia,OBRAS/FONOGRAMAS/Eligible
babilonia pt. 02,title,babilonia pt. 02,OBRAS/FONOGRAMAS/Eligible
baby boo,title,baby boo,OBRAS/FONOGRAMAS/Eligible
baby relaxa,title,baby relaxa,OBRAS/FONOGRAMAS/Eligible
"baby, no cry",title,"baby, no cry",OBRAS/FONOGRAMAS/Eligible
babylon burning,title,babylon burning,OBRAS/FONOGRAMAS/Eligible
bacanas,title,bacanas,OBRAS/FONOGRAMAS/Eligible
bad bitch,title,bad bitch,OBRAS/FONOGRAMAS/Eligible
bad girl,title,bad girl,OBRAS/FONOGRAMAS/Eligible
bad trip,title,bad trip,OBRAS/FONOGRAMAS/Eligible
baddest boys around,title,baddest boys around,OBRAS/FONOGRAMAS/Eligible
bafora e mama,title,bafora e mama,OBRAS/FONOGRAMAS/Eligible
baforou sentou,title,baforou sentou,OBRAS/FONOGRAMAS/Eligible
baiao cigano,title,baiao cigano,OBRAS/FONOGRAMAS/Eligible
baiao da rua,title,baiao da rua,OBRAS/FONOGRAMAS/Eligible
baila,title,baila,OBRAS/FONOGRAMAS/Eligible
baila comigo?,title,baila comigo?,OBRAS/FONOGRAMAS/Eligible
bailarina,title,bailarina,OBRAS/FONOGRAMAS/Eligible
